data,_tuning_objective_metric,alpha,eta,max_depth,min_child_weight,num_round,objective,rate_drop,tweedie_variance_power
tf-44898-250-1,validation:rmse,0.023220659126127252,0.33048404104968054,9,7.594804571356653,100,binary:logistic,0.3,1.4
