data,_tuning_objective_metric,alpha,eta,max_depth,min_child_weight,num_round,objective,rate_drop,tweedie_variance_power
tf-44898-125-1,validation:rmse,1.1001597215147543,0.2543104183871665,8,7.130017344454833,100,binary:logistic,0.3,1.4
